id,Name,Brand,Category,SubCategory,Price,Size,Quantity
4559,Huggies Wonder Pants - Extra Large,Huggies,Personal Care,Baby & Kids,1199.0,54 U,124
4560,Huggies Wonder Pants - Extra Large,Huggies,Personal Care,Baby & Kids,1649.0,90 U,82
4561,Pampers Mega Baby Dry Pants - Extra Large,Pampers,Personal Care,Baby & Kids,1549.0,66 U,88
4562,Himalaya Total Care Baby Pants Large,Himalaya,Personal Care,Baby & Kids,950.0,54 U,149
4563,Mamy Poko Pants Extra Absorb - Large,Mamy Poko,Personal Care,Baby & Kids,1249.0,70 U,31
4564,Mamy Poko Pants Extra Absorb - Large,Mamy Poko,Personal Care,Baby & Kids,699.0,40 U,56
4565,Mamy Poko Pants Extra Absorb - Extra Large,Mamy Poko,Personal Care,Baby & Kids,1249.0,60 U,145
4566,Mamy Poko Extra Absorb Pants - Medium,Mamy Poko,Personal Care,Baby & Kids,699.0,46 U,92
4567,Mamy Poko Extra Absorb Pants - Medium,Mamy Poko,Personal Care,Baby & Kids,1249.0,84 U,57
4568,Pampers Baby Dry Pants - XXL,Pampers,Personal Care,Baby & Kids,799.0,28 U,61
4569,Himalaya Total Care Baby Pants Medium,Himalaya,Personal Care,Baby & Kids,775.0,54 U,58
4570,Pampers Premium Care Pants - Large,Pampers,Personal Care,Baby & Kids,1149.0,44 U,115
4571,Pampers Baby Dry Pants - Medium,Pampers,Personal Care,Baby & Kids,849.0,50 U,104
4572,Huggies Wonder Pants - Large,Huggies,Personal Care,Baby & Kids,1199.0,60 U,32
4573,Huggies Wonder Pants - Large,Huggies,Personal Care,Baby & Kids,1649.0,98 U,79
4574,Pampers Premium Care Pants - Medium,Pampers,Personal Care,Baby & Kids,1149.0,54 U,46
4575,Pampers Premium Care Pant - Extra Large,Pampers,Personal Care,Baby & Kids,1149.0,36 U,48
4576,Huggies Wonder Pants - Medium,Huggies,Personal Care,Baby & Kids,749.0,50 U,145
4577,Huggies Wonder Pants - Medium,Huggies,Personal Care,Baby & Kids,1649.0,120 U,130
4578,Mamy Poko Standard Diaper Pants - Large,Mamy Poko,Personal Care,Baby & Kids,399.0,30 U,97
4579,Mamy Poko Standard Diaper Pants - Small,Mamy Poko,Personal Care,Baby & Kids,399.0,42 U,89
4580,Mamy Poko Standard Diaper Pants - Medium,Mamy Poko,Personal Care,Baby & Kids,399.0,34 U,97
4581,Mamy Poko Extra Absorb Pants - Small,Mamy Poko,Personal Care,Baby & Kids,1249.0,93 U,58
4582,Pampers Diapers - New Baby,Pampers,Personal Care,Baby & Kids,1099.0,72 U,66
4583,Pampers Baby-Dry Pants - New Baby,Pampers,Personal Care,Baby & Kids,1049.0,86 U,41
4584,Pampers Baby Dry Pants - Extra Large,Pampers,Personal Care,Baby & Kids,799.0,34 U,66
4585,Huggies Wonder Pants - Small,Huggies,Personal Care,Baby & Kids,1499.0,120 U,75
4586,Huggies Wonder Pants - Small,Huggies,Personal Care,Baby & Kids,1049.0,76 U,106
4587,Huggies Wonder Pants Extra Small,Huggies,Personal Care,Baby & Kids,210.0,24 U,46
4588,Friends Easy Adult Diapers Large,Friends,Personal Care,Baby & Kids,575.0,10 U,49
4589,Friends Easy Adult Diapers Medium,Friends,Personal Care,Baby & Kids,550.0,10 U,98
4590,Friends Premium Adult Dry Pants (Pull-Ups) - Large,Friends,Personal Care,Baby & Kids,600.0,10 U,125
4591,Friends Premium Adult Dry Pants (Pull-Ups) - Medium,Friends,Personal Care,Baby & Kids,550.0,10 U,32
4592,Himalaya Gentle Baby Wipes,Himalaya,Personal Care,Baby & Kids,200.0,72 Wipes,121
4593,Little's Soft Cleansing Baby Wipes,Little's,Personal Care,Baby & Kids,220.0,80 Wipes,143
4594,Pampers Aloe Vera Baby Wipes,pampers,Personal Care,Baby & Kids,249.0,72 Wipes,148
4595,Savlon Antiseptic Disinfectant Liquid,Savlon,Personal Care,Health & Wellness,170.0,500 ml,125
4596,Savlon Antiseptic Disinfectant Liquid,Savlon,Personal Care,Health & Wellness,310.0,1 L,127
4597,Vicco Turmeric WSO Skin Cream,Vicco,Personal Care,Health & Wellness,138.0,60 gm,61
4598,Kailas Jeevan Multipurpose Ayurvedic Cream,Kailas Jeevan,Personal Care,Health & Wellness,250.0,120 gm,72
4599,Boro Plus Antiseptic Cream,Boro,Personal Care,Health & Wellness,170.0,120 ml,113
4600,Boro Plus Antiseptic Cream,Boro,Personal Care,Health & Wellness,125.0,80 ml,50
4601,Kailas Jeevan Multipurpose Ayurvedic Cream,Kailas Jeevan,Personal Care,Health & Wellness,130.0,60 gm,83
4602,Boroline Antiseptic Ayurvedic Cream,Boroline,Personal Care,Health & Wellness,40.0,20 gm,134
4603,Eucalyptus (Nilgiri) Oil,Eucalyptus,Personal Care,Health & Wellness,360.0,100 ml,47
4604,Boroline Suthol Neem Skin Liquid,Boroline,Personal Care,Health & Wellness,45.0,100 ml,136
4605,Boro Plus Antiseptic Cream,Boro Plus,Personal Care,Health & Wellness,75.0,40 ml,65
4606,Acetone,Acetone,Personal Care,Health & Wellness,55.0,100 ml,48
4607,Kailas Jeevan Multipurpose Ayurvedic Cream,Kailas Jeevan,Personal Care,Health & Wellness,60.0,20 gm,144
4608,Boroline's Suthol Neem Spray,Boroline,Personal Care,Health & Wellness,80.0,100 ml,149
4609,Eno Fruit Salt Regular,Eno,Personal Care,Health & Wellness,150.0,100 gm,43
4610,Eno Fruit Salt Lemon Flavour,Eno,Personal Care,Health & Wellness,54.0,30 gm,139
4611,Eno Fruit Salt Lemon Flavour,Eno,Personal Care,Health & Wellness,150.0,100 gm,101
4612,Sat - Isabgol Psyllium Husk Powder,Isabgol,Personal Care,Health & Wellness,120.0,100 gm,51
4613,Hawaban Harde Goli,Hawaban Harde,Personal Care,Health & Wellness,100.0,100 gm,34
4614,Zandu Pancharishta Digestive Tonic,Emami,Personal Care,Health & Wellness,145.0,450 ml,59
4615,Dabur Hajmola Anardana,Dabur,Personal Care,Health & Wellness,55.0,120 Tablets,78
4616,Dabur Hajmola Imli,Dabur,Personal Care,Health & Wellness,55.0,120 Tablets,60
4617,Dabur Hajmola Regular,Dabur,Personal Care,Health & Wellness,55.0,120 Tablets,70
4618,Kayam Churna,Kayam Churna,Personal Care,Health & Wellness,99.0,100 gm,87
4619,Eno Fruit Salt Orange Flavour,Eno,Personal Care,Health & Wellness,150.0,100 gm,91
4620,Zandu Kesari Jivan,Zandu,Personal Care,Health & Wellness,740.0,900 gm,86
4621,Dabur Pudin Hara Liquid,Dabur,Personal Care,Health & Wellness,55.0,30 ml,146
4622,Gas-O-Fast Active Jeera Gas Relief,Gas-O-Fast,Personal Care,Health & Wellness,60.0,30 gm,86
4623,Pet Safa Natural Laxative Tablets,,Personal Care,Health & Wellness,98.0,30 Unit,113
4624,Pet Safa Natural Laxative Granules,,Personal Care,Health & Wellness,96.0,120 gm,146
4625,Vicks Vaporub,Vicks,Personal Care,Health & Wellness,90.0,25 ml,129
4626,Vicks Vaporub,Vicks,Personal Care,Health & Wellness,155.0,50 ml,87
4627,Vicks Vaporub,Vicks,Personal Care,Health & Wellness,265.0,110 ml,148
4628,Vicks Babyrub,Vicks,Personal Care,Health & Wellness,105.0,25 ml,93
4629,Honitus Cough Syrup,Honitus,Personal Care,Health & Wellness,115.0,100 ml,50
4630,Adusol Tulsi Cough Syrup,Adulsa,Personal Care,Health & Wellness,85.0,100 ml,118
4631,Vicks Inhaler,Vicks,Personal Care,Health & Wellness,112.0,2x0.5 ml,107
4632,Vicks Cough Menthol,Vicks,Personal Care,Health & Wellness,20.0,20 U,103
4633,Vicks Ginger Cough Drops,Vicks,Personal Care,Health & Wellness,20.0,36 gm,106
4634,Yogi Kanathika Throat Relief,Ayush,Personal Care,Health & Wellness,45.0,70 Pill,138
4635,Dettol Menthol Cool Disinfectant Liquid,Dettol,Personal Care,Health & Wellness,98.0,200 ml,40
4636,Dettol Menthol Cool Disinfectant Liquid,Dettol,Personal Care,Health & Wellness,193.0,500 ml,125
4637,Relispray Pain Relief Spray,Relispray,Personal Care,Health & Wellness,360.0,135 gm,46
4638,Relispray Pain Relief Spray,Relispray,Personal Care,Health & Wellness,186.0,40 gm,128
4639,Relispray Pain Relief Spray,Relispray,Personal Care,Health & Wellness,266.0,75 gm,121
4640,Iodex Multi-Purpose Pain Relief Balm,Iodex,Personal Care,Health & Wellness,80.0,16 gm,119
4641,Iodex Multi-Purpose Pain Relief Balm,Iodex,Personal Care,Health & Wellness,150.0,40 gm,64
4642,Zandu Balm,,Personal Care,Health & Wellness,150.0,50 ml,93
4643,Zandu Balm,,Personal Care,Health & Wellness,85.0,25 ml,47
4644,Zandu Balm,,Personal Care,Health & Wellness,42.0,8 ml,88
4645,Moov Cream Pain Relief Specialist,Moov,Personal Care,Health & Wellness,125.0,25 gm,45
4646,Moov Cream Pain Relief Specialist,Moov,Personal Care,Health & Wellness,189.0,50 gm,61
4647,Moov Spray Pain Relief Specialist,Moov,Personal Care,Health & Wellness,149.0,35 gm,60
4648,Moov Spray Pain Relief Specialist,Moov,Personal Care,Health & Wellness,290.0,80 gm,108
4649,Monison's Pain Balm,Monison's,Personal Care,Health & Wellness,174.0,100 gm,130
4650,Tiger Balm Red Ointment,Tiger Balm,Personal Care,Health & Wellness,47.0,9 ml,60
4651,Tiger Balm Red Ointment,Tiger Balm,Personal Care,Health & Wellness,88.0,21 ml,35
4652,Amrutanjan Back Pain Roll On,Amrutanjan,Personal Care,Health & Wellness,100.0,50 ml,25
4653,Amrutanjan Extra Power Pain Balm,Amrutanjan,Personal Care,Health & Wellness,130.0,50 ml,57
4654,Amrutanjan Joint Muscle Spray,Amrutanjan,Personal Care,Health & Wellness,175.0,80 gm,144
4655,Dr. Ortho Ayurvedic Medicine Oil,Dr. Ortho,Personal Care,Health & Wellness,295.0,120 ml,68
4656,Zandu Ultra Power Balm,Zandu,Personal Care,Health & Wellness,95.0,25 ml,103
4657,Amrutanjan Strong Pain Balm,Amrutanjan,Personal Care,Health & Wellness,125.0,50 ml,141
4658,Zandu Balm Ultra Power,Zandu,Personal Care,Health & Wellness,45.0,8 ml,98
4659,Zandu Quick Relief Roll-On for Headache,Zandu,Personal Care,Health & Wellness,60.0,9 ml,25
4660,Amrutanjan Extra Power Pain Balm,Amrutanjan,Personal Care,Health & Wellness,100.0,27.5 ml,90
4661,Tiger Balm White Ointment,Tiger Balm,Personal Care,Health & Wellness,47.0,9 ml,73
4662,Tiger Balm White Ointment,Tiger Balm,Personal Care,Health & Wellness,88.0,21 ml,88
4663,Himani Fast Relief,Himani,Personal Care,Health & Wellness,165.0,45 gm,73
4664,Himalaya Pain Balm Strong,Himalaya,Personal Care,Health & Wellness,130.0,45 gm,30
4665,Monisons Pain Balm,Monisons,Personal Care,Health & Wellness,87.0,45 gm,92
4666,Amrutanjan Joint Muscle Spray,Amrutanjan,Personal Care,Health & Wellness,100.0,30 gm,148
4667,Himalaya Wellness Cold Balm - Eucalyptus,Himalaya,Personal Care,Health & Wellness,125.0,45 gm,145
4668,Amrutanjan Strong Pain Balm,Amrutanjan,Personal Care,Health & Wellness,95.0,27.5 ml,116
4669,Ashwin Castor Oil (Erandel Tel),Ashwin,Personal Care,Health & Wellness,65.0,100 ml,106
4670,Monison's Pain Balm,Monisons,Personal Care,Health & Wellness,58.0,25 gm,111
4671,Dr. Ortho Pain Relieving Ointment,Dr. Ortho,Personal Care,Health & Wellness,78.0,30 gm,122
4672,Ayurvedic Dharasana Malis Tel,Dharasana,Personal Care,Health & Wellness,95.0,65 ml,39
4673,Menthodex Strong Pain Balm,Menthodex,Personal Care,Health & Wellness,165.0,100 gm,78
4674,Menthodex Strong Pain Balm,Menthodex,Personal Care,Health & Wellness,82.0,40 gm,56
4675,Amrut Malam,Amrut Malam,Personal Care,Health & Wellness,60.0,25 gm,73
4676,B-Tex Super Ointment,B-Tex,Personal Care,Health & Wellness,30.0,12 gm,74
4677,Ayurvedic Dharasana Lep,Dharasana,Personal Care,Health & Wellness,50.0,32 gm,115
4678,Axe Brand Universal Oil,Axe Brand,Personal Care,Health & Wellness,135.0,5 ml,66
4679,Lookman-E-Hayat Tel,Lookman Hayat,Personal Care,Health & Wellness,120.0,100 ml,73
4680,Tulips Cotton Balls,Tulips,Personal Care,Health & Wellness,55.0,50 U,84
4681,Tulips Cotton Swab Fsc Paper Sticks,Tulips,Personal Care,Health & Wellness,65.0,100 Pcs,147
4682,Renu Multi-Purpose Contact Lens Solution,Renu,Personal Care,Health & Wellness,590.0,500 ml,118
4683,Renu Fresh Multi-Purpose Contact Lens Solution,Renu,Personal Care,Health & Wellness,240.0,120 ml,63
4684,Shri Hari Jivadaya Netraprabha Plus Eye Drops,Jivadaya,Personal Care,Health & Wellness,45.0,7 ml,123
4685,Durex Condoms - Extra Time,Durex,Personal Care,Health & Wellness,245.0,10 U,86
4686,Kamasutra Dotted Condoms,Kamasutra,Personal Care,Health & Wellness,200.0,20 U,140
4687,Durex Air Ultra Thin Condoms,Durex,Personal Care,Health & Wellness,245.0,10 U,70
4688,Kamasutra Ribbed Condoms,Kamasutra,Personal Care,Health & Wellness,200.0,20 U,127
4689,Durex Mutual Climax Condoms,Durex,Personal Care,Health & Wellness,360.0,10 U,47
4690,Durex Condoms - Extra Dots,Durex,Personal Care,Health & Wellness,245.0,10 U,137
4691,Durex Extra Thin Condoms,Durex,Personal Care,Health & Wellness,228.0,10 U,138
4692,Kamasutra Longlast Condoms,Kamasutra,Personal Care,Health & Wellness,140.0,12 U,30
4693,Skore Condoms Not Out,Skore,Personal Care,Health & Wellness,95.0,10 U,39
4694,Durex Extra Ribbed Condoms,Durex,Personal Care,Health & Wellness,245.0,10 U,52
4695,Kamasutra Superthin Condoms,Kamasutra,Personal Care,Health & Wellness,140.0,12 U,77
4696,Durex Invisible Condoms,Durex,Personal Care,Health & Wellness,440.0,10 U,41
4697,Manforce Hotdots Belgian Chocolate Flavoured Condoms,Manforce,Personal Care,Health & Wellness,200.0,10 U,81
4698,Durex Wild Strawberry Flavoured Condoms,Durex,Personal Care,Health & Wellness,150.0,10 U,60
4699,Durex Play Vibrations Ring,Durex,Personal Care,Health & Wellness,799.0,1 U,104
4700,Kamasutra Orgasmax Flavoured Ultimate Condoms,Kamasutra,Personal Care,Health & Wellness,230.0,12 U,147
4701,Kamasutra Ultra Thin Condoms,Kamasutra,Personal Care,Health & Wellness,240.0,12 U,121
4702,Kamasutra Dotted Condoms,Kamasutra,Personal Care,Health & Wellness,120.0,12 U,106
4703,Manforce Ultra Feel Bubble Gum Flavoured Condoms,Manforce,Personal Care,Health & Wellness,150.0,10 U,25
4704,Durex Play Tingling Pleasure Gel,Durex,Personal Care,Health & Wellness,499.0,50 ml,61
4705,Durex Play Saucy Strawberry Pleasure Gel,Durex,Personal Care,Health & Wellness,499.0,50 ml,58
4706,Durex Condoms - Bubblegum Flavour,Durex,Personal Care,Health & Wellness,150.0,10 U,68
4707,Kamasutra Ribbed Condoms,Kamasutra,Personal Care,Health & Wellness,120.0,12 U,85
4708,Kamasutra 2064 Dots Dottmax Condoms,Kamasutra,Personal Care,Health & Wellness,200.0,12 U,51
4709,Durex Play Sensual Intimate Lube,Durex,Personal Care,Health & Wellness,699.0,200 ml,143
4710,Durex Play Cherry Pleasure Gel,Durex,Personal Care,Health & Wellness,499.0,50 ml,130
4711,Skore Cool Mint Flavoured Condoms,Skore,Personal Care,Health & Wellness,100.0,10 U,129
4712,Kamasutra Intensity Condoms,Kamasutra,Personal Care,Health & Wellness,130.0,12 U,96
4713,Durex Play Stimulating Intimate Lube,Durex,Personal Care,Health & Wellness,699.0,200 ml,59
4714,Hansaplast Regular Antiseptic Bandage,Hansaplast,Personal Care,Health & Wellness,22.0,10 U,103
4715,Hansaplast Washproof Medicated Dressing,Hansaplast,Personal Care,Health & Wellness,22.0,8 U,134
4716,Hansaplast Jumbo Antiseptic Larger Wound Pad,Hansaplast,Personal Care,Health & Wellness,100.0,10 U,67
4717,Hansaplast Lion Plaster Pain Relief Patch,Hansaplast,Personal Care,Health & Wellness,200.0,10 U,44
4718,Hansaplast Lion Intensive & Long Lasting Heat Plaster,Hansaplast,Personal Care,Health & Wellness,30.0,4 U,75
4719,Hansaplast Relieves Pressure & Pain Corn Plaster,Hansaplast,Personal Care,Health & Wellness,40.0,4 U,78
4720,Hansaplast Strong Adhesion Fixation Tape - 2.5 cms x 9.14 Metres,Hansaplast,Personal Care,Health & Wellness,83.5,1 U,46
4721,Himalaya Ashvagandha General Wellness,Himalaya,Personal Care,Health & Wellness,180.0,60 Tablets,106
4722,Himalaya Ayur Slim Capsules,Himalaya,Personal Care,Health & Wellness,260.0,60 U,108
4723,Himalaya Guduchi Immunity Wellness,Himalaya,Personal Care,Health & Wellness,165.0,60 Tablets,30
4724,Dettol Skincare Liquid Handwash Refill,Dettol,Personal Care,Personal Hygiene,120.0,3X175 ml,68
4725,Dettol Skincare Liquid Handwash Refill,Dettol,Personal Care,Personal Hygiene,109.0,750  ml,111
4726,Hand Aid Handwash Skin Care,Hand Aid,Personal Care,Personal Hygiene,140.0,750 ml,45
4727,Hand Aid Handwash Skin Care,Hand Aid,Personal Care,Personal Hygiene,35.0,175 ml,139
4728,Dettol Original Liquid Handwash Refill,Dettol,Personal Care,Personal Hygiene,109.0,750 ml,117
4729,Dettol Original Liquid Handwash Refill,Dettol,Personal Care,Personal Hygiene,120.0,3X175 ml,130
4730,Hand Aid Handwash Classic,Hand Aid,Personal Care,Personal Hygiene,140.0,750 ml,32
4731,Hand Aid Handwash Classic,Hand Aid,Personal Care,Personal Hygiene,35.0,175 ml,138
4732,Lifebuoy Total 10 Activ Silver Formula Germ Protection Handwash Refill,Lifebuoy,Personal Care,Personal Hygiene,119.0,750 ml,109
4733,Hand Aid Handwash Total,Hand Aid,Personal Care,Personal Hygiene,140.0,750 ml,36
4734,Hand Aid Handwash Total,Hand Aid,Personal Care,Personal Hygiene,35.0,175 ml,66
4735,Godrej Liquid Germ Fighter Lime & Eucalyptus Handwash,Godrej,Personal Care,Personal Hygiene,150.0,725 ml,109
4736,Godrej Liquid Germ Fighter Handwash,Godrej,Personal Care,Personal Hygiene,150.0,725 ml,66
4737,Santoor Gentle Handwash Pouch - Classic,Santoor,Personal Care,Personal Hygiene,99.0,750 ml,132
4738,Godrej Protekt Lavender Handwash Refill,Godrej,Personal Care,Personal Hygiene,99.0,725 ml,68
4739,Savlon Deep Clean Handwash Pouch,Savlon,Personal Care,Personal Hygiene,99.0,725 ml,46
4740,Savlon Moisture Shield Handwash Pouch,Savlon,Personal Care,Personal Hygiene,99.0,725 ml,63
4741,Lux French Rose & Almond Oil Handwash,Lux,Personal Care,Personal Hygiene,89.0,750 ml,138
4742,Plum Vitamin C Face Serum With Mandarin,Plum,Beauty & Cosmetics,Skin Care,550.0,20 ml,32
4743,Lakme 9to5 Vitamin C+ Facial Serum,Lakme,Beauty & Cosmetics,Skin Care,599.0,30 ml,40
4744,Plum Green Tea Renewed Clarity Night Gel,Plum,Beauty & Cosmetics,Skin Care,575.0,50 ml,44
4745,Philips Emergency Led Bulb,Philips,Specials,Specials,599.0,10 W,106
4746,Ambrane Type-C Braided Cable (1 Metre),Ambrane,Appliances,Appliances,299.0,1 U,108
4747,Philips 1400W Gc1906/20 Steam Iron,Philips,Appliances,Home Appliances,1995.0,1 U,101
4748,Duracell Chhota Power AA Batteries,Duracell,Appliances,Appliances,95.0,4 Unit,85
4749,Ambrane Polymer Power Bank,Ambrane,Appliances,Appliances,1799.0,1 U,36
4750,Duracell Chhota Power AAA Batteries,Duracell,Appliances,Appliances,95.0,4 Unit,107
4751,Cg Laser Ray Neo 20W Led Batten,,Appliances,Appliances,600.0,1 U,149
4752,Panasonic Multi Plug Adaptor,Panasonic,Appliances,Appliances,161.0,1 U,28
4753,Zebronics Aux Cable ASC100,Zebronics,Appliances,Appliances,169.0,1 U,96
4754,Panasonic Cherry Flexicord Flex Box,Panasonic,Appliances,Appliances,331.0,1 Unit,110
4755,Syska SDI07 Dry Iron,Syska,Syska,Syska,799.0,1000 W,47
4756,Bajaj Dry Iron - DX4,Bajaj,Appliances,Home Appliances,1400.0,1000 W,78
4757,Crompton Greaves Rhino Heavy Weight Iron,Crompton Greaves,Appliances,Home Appliances,1400.0,1000 W,26
4758,Bajaj MX35N Steam Iron,Bajaj,Appliances,Home Appliances,3800.0,2000 W,115
4759,Crompton Greaves Dry Iron - PD Plus,Crompton Greaves,Appliances,Home Appliances,1030.0,1000 W,109
4760,Usha EI1602 Electric Iron,Usha,Appliances,Home Appliances,1290.0,1000 W,121
4761,Usha Aurora Dry Iron,Usha,Appliances,Home Appliances,1390.0,1 Unit,145
4762,Crompton Greaves Hill Briz Ceiling Fan 1200 mm,Crompton Greaves,Appliances,Home Appliances,2349.0,1 Unit,79
4763,Crompton Greaves Super Briz Deco Ceiling Fan 1200 mm : Smoked Brown,Crompton Greaves,Appliances,Home Appliances,2430.0,Silver White,75
4764,Crompton Greaves Super Briz Deco Ceiling Fan 1200 mm : Smoked Brown,Crompton Greaves,Appliances,Home Appliances,2430.0,Smoked Brown,114
4765,Havells Reo Tejas Ceiling Fan 1200 mm,Havells,Appliances,Home Appliances,2345.0,1 Unit,129
4766,Usha Swift Ceiling Fan 600 mm,Usha,Appliances,Home Appliances,2110.0,1 U,134
4767,Usha Aerostyle Ceiling Fan 1200 mm,Usha,Appliances,Home Appliances,1960.0,1 U,91
4768,Bajaj Grace DLX Bianco Ceiling Fan 1200 mm,Bajaj,Appliances,Home Appliances,3320.0,1 U,68
4769,Usha Air King Deco Ceiling Fan,Usha,Appliances,Home Appliances,2170.0,1 Unit,115
4770,Bajaj Grace DLX Mat Ceiling Fan 1200 mm,Bajaj,Appliances,Home Appliances,2110.0,1 U,83
4771,Syska Maxair Deco Ceiling Fan Sfd 1000 - 1200 mm,Syska,Appliances,Home Appliances,2050.0,1 U,127
4772,Orpat Air Flora Ceiling Fan 1200 mm,Orpat,Appliances,Home Appliances,1760.0,1 Unit,37
4773,Syska Maxair Silent Operation Ceiling Fan SFP 1100 - 1200 mm,Syska,Appliances,Home Appliances,1899.0,1 U,36
4774,Crompton Greaves Avancer Antidust Bakers Ceiling Fan 1200 mm,Crompton Greaves,Appliances,Home Appliances,4180.0,1 Unit,140
4775,GM Air MT Electric Ceiling Fan - 1200 mm,GM,Appliances,Home Appliances,1799.0,1 U,33
4776,Usha Striker Platinum GBD Ceiling Fan 1200 mm,Usha,Appliances,Home Appliances,2995.0,1 U,72
4777,GM G-Breeze Deco MT Ceiling Fan - 1200 mm,GM,Appliances,Home Appliances,2199.0,1 U,53
4778,Usha Mist Air Duos Pedestal Fan,Usha,Appliances,Home Appliances,3685.0,1 U,72
4779,Havells Aerosupreme Deco Electric Ceiling Fan - 1200 mm,Havells,Appliances,Home Appliances,2680.0,1 U,145
4780,Usha Striker Galaxy Good Bye Dust Ceiling Fan 1200 mm,Usha,Appliances,Home Appliances,3840.0,Silver Sage,39
4781,Crompton IHL-201 Immersion Heater,Crompton Greaves,Appliances,Home Appliances,825.0,1000 W,68
4782,Crompton Instant Water Heater,Crompton Greaves,Appliances,Home Appliances,5600.0,3 L,31
4783,Crompton Immersion Heater,Crompton,Appliances,Home Appliances,530.0,1000 W,107
4784,Usha IH2410 Immersion Heater,Usha,Appliances,Home Appliances,650.0,1000 W,93
4785,Borosil Rio Kettle - 1.5 Litres,Borosil,Appliances,Kitchen Appliances,1290.0,1.5 L,45
4786,Crompton Greaves Ameo Mixer Grinder - 750 W,Crompton Greaves,Appliances,Kitchen Appliances,4800.0,750 W,117
4787,Kajafa Multifunctional Juicer - 400 W,,Appliances,Kitchen Appliances,1550.0,1 Unit,137
4788,Bajaj Mixer Grinder Tornado - 3 Jars,Bajaj,Appliances,Kitchen Appliances,4050.0,550 W,133
4789,Wonderchef Nutri-Blend Red With 3 Jars,Wonderchef,Appliances,Kitchen Appliances,6100.0,400 W,142
4790,Bajaj Mixer Grinder - GX4 - 500 W,Bajaj,Appliances,Kitchen Appliances,3150.0,500 W,83
4791,Bajaj GX8 Mixer Grinder - 750 W,Bajaj,Appliances,Kitchen Appliances,6275.0,750 W,49
4792,Morphy Richards Primo Classique Mixer Grinder - 750 W,Morphy Richards,Appliances,Kitchen Appliances,6095.0,750 W,149
4793,Pigeon Induction Cooktop Acer Plus,Pigeon,Pigeon,Pigeon,3595.0,1800 W,25
4794,Prestige Induction Cooktop PIC 16.0 Plus,Prestige,Appliances,Kitchen Appliances,3945.0,1900 W,143
4795,Prestige Induction Cooktop PIC 20.0,Prestige,Appliances,Kitchen Appliances,3345.0,1 Unit,67
4796,Bajaj Majesty ICX Pearl Induction Cooktop,Bajaj,Appliances,Kitchen Appliances,4170.0,1900 W,80
4797,Bajaj Majesty ICX 3 Induction Cooktop,Bajaj,Appliances,Kitchen Appliances,3410.0,1400 W,72
4798,Usha Induction Cooktop - IC3616 : 1600 W,Usha,Appliances,Kitchen Appliances,3890.0,1 Unit,45
4799,I & D Black Cotton Men's T-Shirt,I & D,Clothing & Accessories,Men's,300.0,Size M,53
4800,I & D Grey Cotton Men's T-Shirt,I & D,Clothing & Accessories,Men's,300.0,Size S,81
4801,Macho Men's Metro Vest White RN - 80 cm (S),Macho,Clothing & Accessories,Men's,284.0,Size S,107
4802,Macho Men's Metro Vest White RN - 80 cm (S),Macho,Clothing & Accessories,Men's,284.0,Size L,113
4803,Macho Men's Metro Vest White RN - 80 cm (S),Macho,Clothing & Accessories,Men's,324.0,Size XL,60
4804,No Fuss Men's Cotton Vest Sleeveless - 95 cm (XL),No Fuss,Clothing & Accessories,Men's,215.0,Size L,71
4805,No Fuss Men's Cotton Vest Sleeveless - 95 cm (XL),No Fuss,Clothing & Accessories,Men's,215.0,Size XL,135
4806,Dutch Harbor Men's Vest Rib Sleeveless - L (90 cm),Dutch Harbor,Clothing & Accessories,Men's,250.0,Size S,58
4807,Dutch Harbor Men's Vest Rib Sleeveless - L (90 cm),Dutch Harbor,Clothing & Accessories,Men's,360.0,Size M,41
4808,Dutch Harbor Men's Vest Rib Sleeveless - L (90 cm),Dutch Harbor,Clothing & Accessories,Men's,429.0,Size L,139
4809,Macho Multicolour Brief Smart Cut - 95 cm (XL),Macho,Clothing & Accessories,Men's,266.0,Size S,114
4810,Macho Multicolour Brief Smart Cut - 95 cm (XL),Macho,Clothing & Accessories,Men's,266.0,Size M,91
4811,Macho Multicolour Brief Smart Cut - 95 cm (XL),Macho,Clothing & Accessories,Men's,266.0,Size L,32
4812,Macho Multicolour Brief Smart Cut - 95 cm (XL),Macho,Clothing & Accessories,Men's,300.0,Size XL,148
4813,Macho Multicolour Brief Smart Cut - 95 cm (XL),Macho,Clothing & Accessories,Men's,300.0,Size XXL,36
4814,Macho Multicolour Intro Long Trunk - 95 (XL),Macho,Clothing & Accessories,Men's,196.0,Size M,54
4815,Macho Multicolour Intro Long Trunk - 95 (XL),Macho,Clothing & Accessories,Men's,196.0,Size L,35
4816,Macho Multicolour Intro Long Trunk - 95 (XL),Macho,Clothing & Accessories,Men's,216.0,Size XL,104
4817,Macho Multicolour Intro Long Trunk - 95 (XL),Macho,Clothing & Accessories,Men's,216.0,Size XXL,66
4818,Rupa Frontline Expando Men's Brief - 95 cm (XL),Rupa,Clothing & Accessories,Men's,226.0,Size S,67
4819,Rupa Frontline Expando Men's Brief - 95 cm (XL),Rupa,Clothing & Accessories,Men's,274.0,Size M,38
4820,Rupa Frontline Expando Men's Brief - 95 cm (XL),Rupa,Clothing & Accessories,Men's,274.0,Size L,69
4821,Rupa Frontline Expando Men's Brief - 95 cm (XL),Rupa,Clothing & Accessories,Men's,296.0,Size XL,38
