id,Name,Brand,Category,SubCategory,Price,Size,Quantity
1417,Tosita Methi Khari,Tosita,Packaged Food,Bakery,115.0,200 gm,133
1418,Tosita Kaju Rusk,Tosita,Packaged Food,Bakery,110.0,200 gm,115
1419,Tosita Jeera Khari,Tosita,Packaged Food,Bakery,110.0,200 gm,131
1420,Tosita Wheat Rusk,Tosita,Packaged Food,Bakery,85.0,200 gm,123
1421,Tosita Bakery Maska Butter,Tosita,Packaged Food,Bakery,85.0,200 gm,114
1422,Tosita Jeera Butter Bites,Tosita,Packaged Food,Bakery,90.0,200 gm,45
1423,Tosita Baby Rusk Cheddar Cheese,Tosita,Packaged Food,Bakery,85.0,150 gm,99
1424,Tosita Baby Rusk Peri Peri,Tosita,Packaged Food,Bakery,85.0,150 gm,72
1425,Tosita Baby Rusk Tandoori Marinade,Tosita,Packaged Food,Bakery,85.0,150 gm,53
1426,Tosita Soupsticks,Tosita,Packaged Food,Bakery,70.0,150 gm,143
1427,Dukes Waffy Choco Roll,Dukes,Packaged Food,Biscuits & Cookies,180.0,250 gm,76
1428,Dukes Waffy Chocolate Flavoured Wafer Biscuits,Dukes,Packaged Food,Biscuits & Cookies,50.0,60 gm,112
1429,Pickwick Creamy Wafer Biscuits - Strawberry,Pickwick,Packaged Food,Biscuits & Cookies,60.0,75 gm,121
1430,Dukes Waffy Orange Flavoured Wafer Biscuits,Dukes,Packaged Food,Biscuits & Cookies,50.0,60 gm,106
1431,Dukes Waffy Strawberry Flavoured Wafer Biscuits,Dukes,Packaged Food,Biscuits & Cookies,50.0,60 gm,119
1432,Dukes Waffy Strawberry Roll,Dukes,Packaged Food,Biscuits & Cookies,180.0,250 gm,147
1433,Pickwick Creamy Wafer Biscuits - Chocolate,Pickwick,Packaged Food,Biscuits & Cookies,60.0,75 gm,123
1434,Dukes Waffy Vanilla Flavoured Wafer Biscuits,Dukes,Packaged Food,Biscuits & Cookies,50.0,60 gm,128
1435,Pickwick Creamy Wafer Biscuits - Orange,Pickwick,Packaged Food,Biscuits & Cookies,60.0,75 gm,29
1436,Loacker Quadratini Chocolate Wafer Cookies,Loacker,Packaged Food,Gourmet Food,199.0,125 gm,74
1437,Loacker Quadratini Dark Chocolate Wafer Cookies,Loacker,Packaged Food,Gourmet Food,199.0,125 gm,147
1438,Loacker Quadratini Napolitaner Wafer Cookies,Loacker,Packaged Food,Gourmet Food,199.0,125 gm,106
1439,Loacker Quadratini Vanilla Wafer Cookies,Loacker,Packaged Food,Gourmet Food,199.0,125 gm,27
1440,The Belgian Waffle Crisps - Chocolate,The Belgian Waffle Co,Packaged Food,Biscuits & Cookies,120.0,90 gm,124
1441,The Belgian Waffle Crisps - Double Chocolate,The Belgian Waffle Co,Packaged Food,Biscuits & Cookies,120.0,90 gm,85
1442,Threptin Diskettes - Vanilla,Threptin,Packaged Food,Personal Care,1675.0,1 kg,64
1443,Threptin Diskettes - Chocolate,Threptin,Packaged Food,Personal Care,465.0,275 gm,139
1444,Threptin Biscuits Vanilla,Threptin,Packaged Food,Biscuits & Cookies,465.0,275 gm,39
1445,Nutrivalue Whole Ragi Health Vizkits Biscuits,Nutrivalue,Packaged Food,Biscuits & Cookies,80.0,150 gm,92
1446,Nutrivalue Dibeck Health Biscuits,Nutrivalue,Packaged Food,Biscuits & Cookies,80.0,150 gm,38
1447,Haldiram's Bhujia Sev,Haldiram's,Packaged Food,Snacks & Farsans,55.0,150 gm,59
1448,Haldiram's Bhujia Sev,Haldiram's,Packaged Food,Snacks & Farsans,105.0,350 gm,95
1449,Haldiram's Bhujia Sev,Haldiram's,Packaged Food,Snacks & Farsans,260.0,1 kg,101
1450,Haldiram's Aloo Bhujia,Haldiram's,Packaged Food,Snacks & Farsans,52.0,150 gm,110
1451,Haldiram's Aloo Bhujia,Haldiram's,Packaged Food,Snacks & Farsans,90.0,350 gm,132
1452,Haldiram's Aloo Bhujia,Haldiram's,Packaged Food,Snacks & Farsans,225.0,1 kg,34
1453,Chheda's Mix Farsan,Chheda's,Packaged Food,Snacks & Farsans,180.0,500 gm,149
1454,Rajam Snacks Garlic Mixture,Rajam Snacks,Packaged Food,Snacks & Farsans,199.0,800 gm,59
1455,Haldiram's Khatta Meetha,Haldiram's,Packaged Food,Snacks & Farsans,75.0,350 gm,62
1456,Haldiram's Khatta Meetha,Haldiram's,Packaged Food,Snacks & Farsans,200.0,1 kg,29
1457,Bikaji Bhujia,Bikaji,Packaged Food,Snacks & Farsans,320.0,1 kg,145
1458,Chheda's Farali Potato Chivda,Chheda's,Packaged Food,Snacks & Farsans,85.0,170 gm,97
1459,Haldiram's Moong Dal,Haldiram's,Packaged Food,Snacks & Farsans,55.0,150 gm,136
1460,Haldiram's Moong Dal,Haldiram's,Packaged Food,Snacks & Farsans,105.0,350 gm,34
1461,Haldiram's Moong Dal,Haldiram's,Packaged Food,Snacks & Farsans,260.0,1 kg,149
1462,Bikaji Soya Sticks,Bikaji,Packaged Food,Snacks & Farsans,65.0,200 gm,118
1463,Haldiram's Mixture,Haldiram's,Packaged Food,Snacks & Farsans,74.0,350 gm,63
1464,Peppy Cheese Balls,Peppy,Packaged Food,Snacks & Farsans,60.0,60 gm,129
1465,Peppy Tomato Discs,Peppy,Packaged Food,Snacks & Farsans,60.0,60 gm,32
1466,Haldiram's Boondi,Haldiram's,Packaged Food,Snacks & Farsans,40.0,150 gm,143
1467,Bikaneri Shree Ram Bhujia,Shree Ram Bikaneri,Packaged Food,Snacks & Farsans,340.0,1 kg,104
1468,Jayshree Special Farsan,Jayshree,Packaged Food,Snacks & Farsans,155.0,500 gm,97
1469,Chheda's Golden Mix,Chheda's,Packaged Food,Snacks & Farsans,180.0,500 gm,32
1470,Sitashree Laxminarayan Best Chiwda,Laxminarayan,Packaged Food,Snacks & Farsans,216.0,500 gm,129
1471,Rajam Snacks Madras Mixture,Rajam Snacks,Packaged Food,Snacks & Farsans,107.0,300 gm,101
1472,Rajam Snacks Madras Mixture,Rajam Snacks,Packaged Food,Snacks & Farsans,58.0,150 gm,131
1473,Chheda's Soya Snax,Chheda's,Packaged Food,Snacks & Farsans,65.0,170 gm,71
1474,Haldiram's Panchratan Mixture,Haldiram's,Packaged Food,Snacks & Farsans,60.0,150 gm,82
1475,Rajam Mix Farsan,Rajam,Packaged Food,Snacks & Farsans,143.0,400 gm,73
1476,Sitashree Laxminarayan Cornflakes Chiwda,Laxminarayan,Packaged Food,Snacks & Farsans,108.0,250 gm,129
1477,Chheda's Mora Sev,Chheda's,Packaged Food,Snacks & Farsans,55.0,170 gm,120
1478,Rajam Snacks Tikha Gathiya,Rajam,Packaged Food,Snacks & Farsans,143.0,400 gm,107
1479,Garden Diet Bhel,Garden,Packaged Food,Snacks & Farsans,55.0,140 gm,111
1480,Haldiram's Phalhari Chiwda,Haldiram's,Packaged Food,Snacks & Farsans,47.0,150 gm,119
1481,Garden Raita Boondi,Garden,Packaged Food,Snacks & Farsans,60.0,140 gm,116
1482,Garden Diet Chivda,Garden,Packaged Food,Snacks & Farsans,55.0,140 gm,43
1483,Kurkure Masala Munch,Kurkure,Packaged Food,Snacks & Farsans,20.0,77.2 gm,63
1484,Sitashree Laxminarayan Best Potato Chiwda,Laxminarayan,Packaged Food,Snacks & Farsans,114.0,250 gm,130
1485,Agrawal's 420 Khatta Meetha Mix,Agrawal's 420,Packaged Food,Snacks & Farsans,250.0,900 gm,42
1486,Kurkure Green Chutney Style,Kurkure,Packaged Food,Snacks & Farsans,20.0,77.2 gm,83
1487,Charliee Masala Butter Chakli,Charliee,Packaged Food,Snacks & Farsans,74.0,100 gm,114
1488,Garden Sabudana Chivda,Garden,Packaged Food,Snacks & Farsans,55.0,140 gm,95
1489,Kurkure Chilli Chatka,Kurkure,Packaged Food,Snacks & Farsans,20.0,81 gm,54
1490,Taali Protein Cheese & Herbs Puffs,Taali,Packaged Food,Snacks & Farsans,79.0,74 gm,147
1491,Taali Protein Masala Mania Puffs,Taali,Packaged Food,Snacks & Farsans,79.0,74 gm,53
1492,Agrawal's 420 Laung Sev,Agrawal's 420,Packaged Food,Snacks & Farsans,60.0,150 gm,132
1493,Sun Special Masala Chakli,Sun,Packaged Food,Snacks & Farsans,62.0,100 gm,63
1494,Agrawal's 420 Ujjaini Sev,Agrawal's 420,Packaged Food,Snacks & Farsans,60.0,150 gm,54
1495,Rajam Snacks Golden Mix,Rajam Snacks,Packaged Food,Snacks & Farsans,167.0,400 gm,39
1496,Taali Protein Cream & Onion Puffs,Taali,Packaged Food,Snacks & Farsans,79.0,74 gm,43
1497,Taali Protein Tomato Basil Puffs,Taali,Packaged Food,Snacks & Farsans,79.0,74 gm,34
1498,Agrawal's 420 Cornflakes Mixture,Agrawal's 420,Packaged Food,Snacks & Farsans,60.0,150 gm,129
1499,Sun Schezwan Sticks,Sun,Packaged Food,Snacks & Farsans,60.0,150 gm,54
1500,Chheda's Yellow Banana Chips,Chheda's,Packaged Food,Snacks & Farsans,100.0,170 gm,130
1501,Chheda's Golden Potato Chips - Lightly Salted,Chheda's,Packaged Food,Snacks & Farsans,85.0,170 gm,71
1502,Lays American Cream & Onion Potato Chips,Lay's,Packaged Food,Snacks & Farsans,30.0,73 gm,56
1503,Lays American Cream & Onion Potato Chips,Lay's,Packaged Food,Snacks & Farsans,50.0,104 gm,110
1504,Lays American Cream & Onion Potato Chips,Lay's,Packaged Food,Snacks & Farsans,78.0,174 gm,149
1505,Lay's Indian Magic Masala Potato Chips,Lay's,Packaged Food,Snacks & Farsans,50.0,104 gm,60
1506,Lay's Indian Magic Masala Potato Chips,Lay's,Packaged Food,Snacks & Farsans,78.0,174 gm,53
1507,Lay's Indian Magic Masala Potato Chips,Lay's,Packaged Food,Snacks & Farsans,30.0,73 gm,44
1508,Chheda's Long Masala Banana Chips,Chheda's,Packaged Food,Snacks & Farsans,85.0,170 gm,40
1509,Chheda's Salt-N-Pepper Banana Chips,Chheda's,Packaged Food,Snacks & Farsans,75.0,170 gm,86
1510,Pringles Potato Chips - Original,Pringles,Packaged Food,Snacks & Farsans,115.0,107 gm,64
1511,Pringles Potato Chips - Sour Cream & Onion,Pringles,Packaged Food,Snacks & Farsans,115.0,107 gm,113
1512,Motas Potato Chips,Motas,Packaged Food,Snacks & Farsans,90.0,200 gm,138
1513,Lays Classic Salted,Lay's,Packaged Food,Snacks & Farsans,50.0,104 gm,27
1514,Lay's Spanish Tomato Tango Potato Chips,Lay's,Packaged Food,Snacks & Farsans,50.0,104 gm,88
1515,Chheda's Tomato Banana Chips,Chheda's,Packaged Food,Snacks & Farsans,75.0,170 gm,106
1516,Britannia Potazos Masti Masala,Britannia,Packaged Food,Snacks & Farsans,25.0,71.5 gm,125
1517,Doritos Nacho Cheese Flavour,Doritos,Packaged Food,Snacks & Farsans,85.0,153 gm,101
1518,Rajam Snacks Yellow Banana Chips,Rajam Snacks,Packaged Food,Snacks & Farsans,159.0,300 gm,112
1519,Pringles Potato Chips - Peri Peri,Pringles,Packaged Food,Snacks & Farsans,115.0,107 gm,64
1520,Balaji Cream & Onion Wafers,Balaji,Packaged Food,Snacks & Farsans,40.0,135 gm,88
1521,Balaji Wafers Simply Salted,Balaji,Packaged Food,Snacks & Farsans,40.0,150 gm,115
1522,Balaji Sizzling Chilly Stack Up,Balaji,Packaged Food,Snacks & Farsans,35.0,60 gm,103
1523,Lay's Hot 'N' Sweet Chilli Potato Chips,Lay's,Packaged Food,Snacks & Farsans,30.0,78 gm,62
1524,Pringles Potato Chips - Desi Masala Tadka,Pringles,Packaged Food,Snacks & Farsans,115.0,107 gm,122
1525,Cornitos Nacho Crisps - Cheese & Herbs,Cornitos,Packaged Food,Snacks & Farsans,90.0,150 gm,61
1526,Doritos Sweet Chilli Flavour Chips,Doritos,Packaged Food,Snacks & Farsans,85.0,153 gm,141
1527,Garden Potato Chips - Premium Salted,Garden,Packaged Food,Snacks & Farsans,75.0,170 gm,47
1528,Bingo Mad Angles Achaari Masti,Bingo,Packaged Food,Snacks & Farsans,50.0,130 gm,138
1529,Balaji Simply Salted Stack Up,Balaji,Packaged Food,Snacks & Farsans,35.0,60 gm,40
1530,Makino Nacho Cheese Chips,Makino,Packaged Food,Snacks & Farsans,90.0,150 gm,146
1531,Tastilo Cheesy Crispy Nacho Chips,Tastilo,Packaged Food,Snacks & Farsans,90.0,150 gm,46
1532,Wayback Baked Moong Chips - Chees N Herbs,Wayback,Packaged Food,Snacks & Farsans,120.0,150 gm,142
1533,Bingo Yumitos Chilli Sprinkled Potato Chips,,Packaged Food,Snacks & Farsans,50.0,100 gm,26
1534,Cornitos Nacho Crisps- Sizzlin Jalapeno,Cornitos,Packaged Food,Snacks & Farsans,90.0,150 gm,80
1535,Lays Potato Chips - Sizzlin Hot,Lays,Packaged Food,Snacks & Farsans,20.0,50 gm,57
1536,Balaji Tomato Flavour Potato Wafers,Balaji,Packaged Food,Snacks & Farsans,40.0,135 gm,102
1537,Lays Maxx Potato Chips - Peppery Cheddar,Lays Maxx,Packaged Food,Snacks & Farsans,30.0,57 gm,92
1538,Tastilo Spicy Jalapeno Nacho Chips,Tastilo,Packaged Food,Snacks & Farsans,90.0,150 gm,145
1539,Makino Nacho Jalapeno Chips,Makino,Packaged Food,Snacks & Farsans,90.0,150 gm,57
1540,Lay's Wafer Style Potato Chips - Salt With Pepper,Lays Wafer Style,Packaged Food,Snacks & Farsans,20.0,52 gm,141
1541,Bingo Mad Angles Very Peri Peri,Bin Gmo,Packaged Food,Snacks & Farsans,50.0,130 gm,141
1542,Wayback Baked Bajra Chips - Spezieitalian,Wayback,Packaged Food,Snacks & Farsans,120.0,150 gm,132
1543,Wayback Baked Jowar Chips - Ginger Lemon,Wayback,Packaged Food,Snacks & Farsans,120.0,150 gm,115
1544,Kurkure Puffcorn Yummy Cheese,Kurkure,Packaged Food,Snacks & Farsans,20.0,55 gm,75
1545,Wayback Baked Multigrain Chips - Tom Chi,Wayback,Packaged Food,Snacks & Farsans,120.0,150 gm,94
1546,Lay's Wafer Style Potato Chips - Sundried Chilli,Lays Wafer Style,Packaged Food,Snacks & Farsans,20.0,48 gm,87
1547,Tastilo Nacho Chips - Cheesy Crispy,Tastilo,Packaged Food,Snacks & Farsans,40.0,60 gm,46
1548,Tastilo Nacho Chips - Peri Peri,Tastilo,Packaged Food,Snacks & Farsans,40.0,60 gm,38
1549,Makino Nacho Sweet Chilly Chips :  150 gms,Makino,Packaged Food,Snacks & Farsans,90.0,150 gm,37
1550,Wayback Baked Barley Chips- Desi Tadka,Wayback,Packaged Food,Snacks & Farsans,120.0,150 gm,71
1551,Wingreens Naan Chips Butter Garlic,Wingreens,Packaged Food,Snacks & Farsans,40.0,60 gm,141
1552,Tastilo Nacho Chips - Mexican Salsa,Tastilo,Packaged Food,Snacks & Farsans,40.0,60 gm,111
1553,Cornitos Nacho Crisps - Tomato Mexicana,Cornitos,Packaged Food,Snacks & Farsans,90.0,150 gm,79
1554,Tastilo Nacho Chips - Spicy Jalapeno,Tastilo,Packaged Food,Snacks & Farsans,40.0,60 gm,61
1555,Makino Corn Twist Tomato,Makino,Packaged Food,Snacks & Farsans,35.0,60 gm,62
1556,Makino Nacho Roasted Masala Chips,Makino,Packaged Food,Snacks & Farsans,90.0,150 gm,41
1557,Wayback Baked Bajra Chips- Salt N Pepper : 150 gms,Wayback,Packaged Food,Snacks & Farsans,120.0,150 gm,32
1558,Makino Nacho Cream & Onion Corn Chips,Makino,Packaged Food,Snacks & Farsans,35.0,60 gm,103
1559,Makino Red Chilli Chatka Corn Chips,Makino,Packaged Food,Snacks & Farsans,35.0,60 gm,108
1560,Wingreens Naan Chips Chatpata Pudina,Wingreens,Packaged Food,Snacks & Farsans,40.0,60 gm,48
1561,Makino Nacho Tomato Salsa Chips,Makino,Packaged Food,Snacks & Farsans,90.0,150 gm,71
1562,Too Yumm Style Cream & Onion Potato Chips,Too Yumm,Packaged Food,Snacks & Farsans,50.0,105 gm,106
1563,Too Yumm Indian Masala Potato Chips,Too Yumm,Packaged Food,Snacks & Farsans,50.0,105 gm,111
1564,Shiv Shakti Sabudana Kurdai,Shiv Shakti's,Packaged Food,Snacks & Farsans,55.0,100 gm,78
1565,Doritos Nacho Cheese Flavour Chips,Doritos,Packaged Food,Snacks & Farsans,50.0,91 gm,113
1566,Too Yumm Classic Salted Potato Chips,Too Yumm,Packaged Food,Snacks & Farsans,50.0,105 gm,148
1567,Bingo Mad Angles Cheese Nachos,Bingo,Packaged Food,Snacks & Farsans,50.0,110 gm,147
1568,Makino Nacho Cheese Chips Can Pack,Makino,Packaged Food,Snacks & Farsans,120.0,107 gm,32
1569,Makino Nacho Jalapeno Chips Can Pack,Makino,Packaged Food,Snacks & Farsans,120.0,107 gm,78
1570,Doritos Sweet Chilli Flavour Chips,Doritos,Packaged Food,Snacks & Farsans,50.0,91 gm,90
1571,Chitale Bandhu Bakarwadi,Chitale Bandhu,Packaged Food,Snacks & Farsans,110.0,250 gm,119
1572,Chitale Bandhu Bakarwadi,Chitale Bandhu,Packaged Food,Snacks & Farsans,220.0,500 gm,64
1573,Chheda's Diet Poha Chivda,Chheda's,Packaged Food,Snacks & Farsans,150.0,500 gm,144
1574,Charliee Butter Chakli,Charliee,Packaged Food,Snacks & Farsans,74.0,100 gm,85
1575,Garden Nylon Sev,Garden,Packaged Food,Snacks & Farsans,55.0,140 gm,111
1576,Chheda's Kachori,Chheda's,Packaged Food,Snacks & Farsans,60.0,170 gm,42
1577,Kurkure Masala Munch Namkeen,Kurkure,Packaged Food,Snacks & Farsans,30.0,117 gm,125
1578,Rajam Snacks Murukku,Rajam Snacks,Packaged Food,Snacks & Farsans,86.0,150 gm,137
1579,Panjwani's Skinwala Sing,Panjwani,Packaged Food,Snacks & Farsans,70.0,200 gm,61
1580,Panjwani Roasted Brown Chana,Panjwani,Packaged Food,Snacks & Farsans,60.0,200 gm,80
1581,Rajam Snacks Masala Murukku,Rajam Snacks,Packaged Food,Snacks & Farsans,86.0,150 gm,81
1582,Natural's Bite  Methi Masala Khakhra,Natural's Bite,Packaged Food,Snacks & Farsans,75.0,180 gm,29
1583,Panjwani's White Sing,Panjwani,Packaged Food,Snacks & Farsans,65.0,200 gm,84
1584,Rajam Snacks Chakli,Rajam Snacks,Packaged Food,Snacks & Farsans,86.0,150 gm,108
1585,Garden Mini Bhakarwadi,Garden,Packaged Food,Snacks & Farsans,60.0,145 gm,125
1586,Makhanawala's Roasted Makhana (Foxnuts) Pudina Punch,Makhanawala's,Packaged Food,Snacks & Farsans,130.0,70 gm,112
1587,Agrawal's 420 Hing Chana Tasty,Agrawal's 420,Packaged Food,Snacks & Farsans,60.0,150 gm,98
1588,Bikaji Falahari Mix,,Packaged Food,Snacks & Farsans,65.0,170 gm,45
1589,Panjwani Roasted Black Chana,Panjwani,Packaged Food,Snacks & Farsans,65.0,200 gm,65
1590,Makhanawala's Roasted Makhana (Foxnuts) Peri-Peri,Makhanawala's,Packaged Food,Snacks & Farsans,130.0,70 gm,72
1591,Makhanawala's Roasted Makhana (Foxnuts) Cream & Onion,Makhanawala's,Packaged Food,Snacks & Farsans,130.0,70 gm,68
1592,Makhanawala's Roasted Makhana (Foxnuts) Spicy Indiana,Makhanawala's,Packaged Food,Snacks & Farsans,130.0,70 gm,72
1593,Makhanawala's Roasted Makhana (Foxnuts) Himalayan Pink Salt,Makhanawala's,Packaged Food,Snacks & Farsans,130.0,70 gm,98
1594,Charliee Sev Puri,Charliee,Packaged Food,Snacks & Farsans,96.0,185 gm,56
1595,Natural's Bite Jeera Masala Khakhra,Natural's Bite,Packaged Food,Snacks & Farsans,75.0,180 gm,79
1596,Charliee Yellow Chana,Charliee,Packaged Food,Snacks & Farsans,76.0,180 gm,143
1597,Natural's Bite Multigrain Khakhra,Natural's Bite,Packaged Food,Snacks & Farsans,75.0,180 gm,112
1598,Tong Garden Party Snack,Tong Garden,Packaged Food,Snacks & Farsans,350.0,500 gm,50
1599,Charliee Tea Time Puri,Charliee,Packaged Food,Snacks & Farsans,96.0,185 gm,132
1600,Jabsons Methi Khakhra,Jabsons,Packaged Food,Snacks & Farsans,80.0,180 gm,118
1601,Makhanawala's Roasted Makhana (Foxnuts) Spicy Black Salt,Makhanawala's,Packaged Food,Snacks & Farsans,130.0,70 gm,47
1602,Natural's Bite Ragi Khakhra,Natural's Bite,Packaged Food,Snacks & Farsans,75.0,180 gm,139
1603,Jaine Methi Masala Khakhra,Jaine,Packaged Food,Snacks & Farsans,90.0,200 gm,54
1604,Natural's Bite Mahableshwar Chana,Natural's,Packaged Food,Snacks & Farsans,85.0,200 gm,25
1605,Agrawal's 420 Fiki Nukti (Boondi),Agrawal's 420,Packaged Food,Snacks & Farsans,60.0,150 gm,112
1606,Jabsons Chilly Garlic Khakhra,Jabsons,Packaged Food,Snacks & Farsans,80.0,180 gm,60
1607,Jabsons Bajra Methi Khakhra,Jabsons,Packaged Food,Snacks & Farsans,80.0,180 gm,62
1608,Tong Garden Salted Sunflower Seeds,Tong Garden,Packaged Food,Snacks & Farsans,30.0,30 gm,145
1609,Tong Garden Roasted Pumpkin Kernels,Tong Garden,Packaged Food,Snacks & Farsans,325.0,200 gm,60
1610,Jaine Jeera Khakhra,Jaine,Packaged Food,Snacks & Farsans,90.0,200 gm,47
1611,Jabsons Jeera Khakhra,Jabsons,Packaged Food,Snacks & Farsans,80.0,180 gm,148
1612,Jabsons Punjabi Masala Khakhra,Jabsons,Packaged Food,Snacks & Farsans,80.0,180 gm,67
1613,Jaine Masala Khakhra,Jaine,Packaged Food,Snacks & Farsans,90.0,200 gm,75
1614,Tong Garden Paprika Pumpkin Seeds,Tong Garden,Packaged Food,Snacks & Farsans,50.0,30 gm,50
1615,Too Yumm Karare Baked Masala Munchy,Too Yumm,Packaged Food,Snacks & Farsans,20.0,75 gm,110
1616,Too Yumm Karare Baked Noodle Masala,Too Yumm,Packaged Food,Snacks & Farsans,20.0,75 gm,29
1617,Tong Garden Roasted Sunflower Kernels,Tong Garden,Packaged Food,Snacks & Farsans,175.0,200 gm,139
1618,Garden Yellow Banana Chips,Garden,Packaged Food,Snacks & Farsans,90.0,80 gm,70
1619,Tong Garden BBQ Sunflower Spicy,Tong Garden,Packaged Food,Snacks & Farsans,30.0,30 gm,146
1620,Tong Garden Salted Peanuts,Tong Garden,Packaged Food,Snacks & Farsans,150.0,160 gm,123
1621,Tong Garden Salted Pumpkin Seeds,Tong Garden,Packaged Food,Snacks & Farsans,50.0,30 gm,56
1622,Tong Garden BBQ Flavour Coated Broad Bean,Tong Garden,Packaged Food,Snacks & Farsans,300.0,500 gm,125
1623,Tong Garden Salted Cocktail Nuts,Tong Garden,Packaged Food,Snacks & Farsans,840.0,400 gm,70
1624,Haldiram's Fine Bhel Sev,Haldiram's,Packaged Food,Snacks & Farsans,60.0,150 gm,80
1625,Lijjat Udad Papad,Lijjat,Packaged Food,Snacks & Farsans,68.0,200 gm,91
1626,Lijjat Udad Papad,Lijjat,Packaged Food,Snacks & Farsans,318.0,1 kg,136
1627,Lijjat Garlic Papad,Lijjat,Packaged Food,Snacks & Farsans,68.0,200 gm,102
1628,Lijjat Punjabi Masala Papad,Lijjat,Packaged Food,Snacks & Farsans,80.0,200 gm,40
1629,Chheda's Bhel Mix,Chheda's,Packaged Food,Snacks & Farsans,150.0,500 gm,101
1630,Appu Appalam Papad,Appu,Packaged Food,Snacks & Farsans,70.0,150 gm,110
1631,Lijjat Moong Papad,Lijjat,Packaged Food,Snacks & Farsans,68.0,200 gm,35
1632,Haldiram's Tasty Nuts,Haldiram's,Packaged Food,Snacks & Farsans,95.0,350 gm,90
1633,Haldiram's Mini Bhakarwadi,Haldiram's,Packaged Food,Snacks & Farsans,65.0,200 gm,145
1634,Royal Peanut Chikki,Royal,Packaged Food,Snacks & Farsans,34.0,96 gm,61
1635,Lijjat Udad Mini Papad,Lijjat,Packaged Food,Snacks & Farsans,68.0,200 gm,83
1636,Lijjat Udad Mini Papad,Lijjat,Packaged Food,Snacks & Farsans,163.0,500 gm,68
1637,Lijjat Udad Mini Papad,Lijjat,Packaged Food,Snacks & Farsans,318.0,1 kg,50
1638,Royal Udad Papad Mini,Royal,Packaged Food,Snacks & Farsans,68.0,200 gm,49
1639,Sun Yellow Chana,Sun,Packaged Food,Snacks & Farsans,60.0,200 gm,132
1640,Rajam Snacks Mangalore Mixture,Rajam,Packaged Food,Snacks & Farsans,150.0,400 gm,43
1641,Sitashree Laxminarayan Best Chiwda,Laxminarayan,Packaged Food,Snacks & Farsans,108.0,250 gm,115
1642,Act II Classic Salted Popcorn,ACT II,Packaged Food,Snacks & Farsans,10.0,30 gm,112
1643,Piknik Classic Tomato Chilli Sticks,Piknik,Packaged Food,Snacks & Farsans,60.0,60 gm,107
1644,Act II Microwave Popcorn - Butter,ACT II,Packaged Food,Snacks & Farsans,75.0,99 gm,25
1645,Rajam Snacks Tukda Masala Murukku,Rajam Snacks,Packaged Food,Snacks & Farsans,167.0,400 gm,76
1646,Natural's Bite Pani Puri Papad,Natural's Bite,Packaged Food,Snacks & Farsans,50.0,200 gm,135
1647,Charliee Plain Salted Peanuts,Charliee,Packaged Food,Snacks & Farsans,94.0,180 gm,137
1648,Act II Golden Sizzle Popcorn,ACT II,Packaged Food,Snacks & Farsans,10.0,30 gm,69
1649,Sitashree Laxminarayan Mix Farsan,Laxminarayan,Packaged Food,Snacks & Farsans,150.0,500 gm,79
1650,Act II Butter Delite Popcorn,ACT II,Packaged Food,Snacks & Farsans,35.0,70 gm,119
1651,Rajam Snacks Fry Masala Groundnut,Rajam Snacks,Packaged Food,Snacks & Farsans,53.0,150 gm,116
1652,Makhanawala's Himalayan Pink Salt Makhana,Makhanawala's,Packaged Food,Snacks & Farsans,55.0,28 gm,49
1653,Jabsons Roasted Peanuts Classic Salted,Jabsons,Packaged Food,Snacks & Farsans,70.0,160 gm,64
1654,Natural's Bite Sabudana Upwas Papad,Natural's,Packaged Food,Snacks & Farsans,55.0,100 gm,77
1655,Makhanawala's Peri-Peri Makhana,Makhanawala's,Packaged Food,Snacks & Farsans,55.0,28 gm,119
1656,Jabsons Roasted Peanuts Nimboo Pudina,Jabsons,Packaged Food,Snacks & Farsans,70.0,140 gm,107
